imdbid,title,IMDB_Score,genres,poster_link
4264,Saili (2019),8.5,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BZWU4NDg5ZWYtYTIxNS00MTY3LThkYjItZmEyMjZkNGU3OTY0XkEyXkFqcGdeQXVyNzQ3NTY5MjE@._V1_UY98_CR0,0,67,98_AL_.jpg"
4265,Konusan Hayvanlar (2019),4.8,"Comedy, Family","https://m.media-amazon.com/images/M/MV5BY2JjNmY0NTYtNmVmOC00ZDYxLTkxM2UtMGUwYTQ3MTQzMWQ4XkEyXkFqcGdeQXVyOTQ1Mzg0Mzg@._V1_UY98_CR1,0,67,98_AL_.jpg"
4266,Ella es Cristina (2019),6.6,Drama,"https://m.media-amazon.com/images/M/MV5BMzY2OTY3MGMtMzBkOC00NGVmLWFlZGMtNmE1NGZkZTY2NTA0XkEyXkFqcGdeQXVyMDI1Mzc1OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4267,The Clockmaker (2019),,"Mystery, Thriller","https://m.media-amazon.com/images/M/MV5BZmVjZDBjZTctNmZjOC00ZmI2LWJiNjctMzg2YzljODdiZDQxXkEyXkFqcGdeQXVyOTQ4NDUwMg@@._V1_UY98_CR4,0,67,98_AL_.jpg"
4268,Maledicto (2019),6.7,Horror,"https://m.media-amazon.com/images/M/MV5BM2UxYzEwYjctZDAzMS00MzM1LTg2NWItYjc0OTIxYWFhMjA5XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4269,Sonriendo Con El Corazรณn (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BZjUxYzExNDEtOGE0OC00MGI2LTkxODEtMjI4MjA5N2FhNGU2XkEyXkFqcGdeQXVyMTI0OTkxMjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
4270,Maa Purnagiri (2019),,Family,"https://m.media-amazon.com/images/M/MV5BOTU0ODJlNjAtNzM3NC00MmE4LWExYTItYWZmNjRiNzRkNjAzXkEyXkFqcGdeQXVyMTAwODA0Mjg2._V1_UY98_CR3,0,67,98_AL_.jpg"
4271,Snekker Andersen og den vesle bygda som glรธmte at det var jul (2019),,Family,"https://m.media-amazon.com/images/M/MV5BZTY3NzE0MzQtZTRiOS00NzVhLWI3MzYtNjRlYjlhY2VhNTc0XkEyXkFqcGdeQXVyNjA2ODM3MA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4272,HeartBreak (2019),5.8,"Action, Drama, Sport","https://m.media-amazon.com/images/M/MV5BM2Q3NGRlM2UtNDMxYy00MGQ3LTljZjktOTI2NjM2MWU1NjA5XkEyXkFqcGdeQXVyMjgxMjk3NDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
4273,Deadly Playthings (2019),2.4,Horror,"https://m.media-amazon.com/images/M/MV5BOTg0MTcxODQtNmUyOC00OWI5LWJmNDgtNzAyYTQ4YzE0MzJhXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX67_CR0,0,67,98_AL_.jpg"
4274,Seven Dinners (2019),5.4,Comedy,"https://m.media-amazon.com/images/M/MV5BYThmZTU0OGMtOTNlZS00NjIwLThmMWEtOTI3OWMzMTQ1NDJmXkEyXkFqcGdeQXVyOTUzMzMwODc@._V1_UY98_CR1,0,67,98_AL_.jpg"
4275,The Cry (2019),,Thriller,"https://m.media-amazon.com/images/M/MV5BMGEzMzU2MDUtYjczZS00MmI4LTg1YzktNGEzNGI1MzE0OWQxXkEyXkFqcGdeQXVyMjUxNjA2MTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
4276,El Guardia (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BMGQ1YWU4YTEtZWUwZS00ZjU1LWFlNjctMGRlNDM4Yjc0ZjEwXkEyXkFqcGdeQXVyMTM4NTE5NA@@._V1_UY98_CR53,0,67,98_AL_.jpg"
4277,Holy Trinity (2019),,Comedy,"https://m.media-amazon.com/images/M/MV5BZDg5MjUxYWYtNDJjNy00MzJhLTkzNGUtNmUxNTBhOWNmMWU1XkEyXkFqcGdeQXVyNzA5MzUxMDg@._V1_UX67_CR0,0,67,98_AL_.jpg"
4278,Intrusion_ Disconnected (2019),7.6,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BMjI1MDgyMzgwN15BMl5BanBnXkFtZTgwNDQxODExMTE@._V1_UY98_CR5,0,67,98_AL_.jpg"
4279,The Unfathomable Mr. Jones (2019),,Comedy,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4280,Redemption (2019),,"Crime, Drama, Thriller","https://m.media-amazon.com/images/M/MV5BYzVmNjczNjUtYWVlYi00YTU3LTkxNzctOWIzMzI3Yzc5ZWJlXkEyXkFqcGdeQXVyMjYxNDc2Njg@._V1_UY98_CR38,0,67,98_AL_.jpg"
4281,Canadian Strain (2019),,Comedy,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4282,Nearby (2019),7.5,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BZDc1YjgzY2EtZjI5YS00Y2JlLTljZjktNWRkNDQ4MzIxMTdiXkEyXkFqcGdeQXVyOTc4NTYwMjg@._V1_UY98_CR1,0,67,98_AL_.jpg"
4283,Open House (2019),,Comedy,"https://m.media-amazon.com/images/M/MV5BMmU3MGVmNzYtMzg3My00MDBhLWI2ZGUtZmVlNDc5YzdjMjUyXkEyXkFqcGdeQXVyMTA4MDIyMDM@._V1_UX67_CR0,0,67,98_AL_.jpg"
4284,Khorfakkan 1507 (2019),,History,"https://m.media-amazon.com/images/M/MV5BY2FkZmE4MGMtMzI5Ni00NGExLWI0ZjctOWMyM2JkYzBlNjQwXkEyXkFqcGdeQXVyMjc4OTY2MTE@._V1_UY98_CR3,0,67,98_AL_.jpg"
4285,Huisvrouwen bestaan niet 2 (2019),,Comedy,"https://m.media-amazon.com/images/M/MV5BYWM2ZmNjNTEtNWU3My00OTJiLThiNTQtOTZiYzU3OGE5ZDVhXkEyXkFqcGdeQXVyNTI3MTkwMTg@._V1_UY98_CR100,0,67,98_AL_.jpg"
4286,You Can't Kiss the Bride (2019),4.8,Comedy,"https://m.media-amazon.com/images/M/MV5BNDc4M2ZlYjQtNTM1Mi00MGQ1LWIzZDgtMTc1YmU0YWQ2OGFmXkEyXkFqcGdeQXVyMTc2NjI3ODM@._V1_UY98_CR1,0,67,98_AL_.jpg"
4287,Jonathan Scott's Power Trip (2019),,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4288,Two Tigers (2019),,Comedy,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4289,Cruel Peter (2019),6.5,Horror,"https://m.media-amazon.com/images/M/MV5BZTMyMjAyNGYtYThjMy00Y2Y2LWE1ODEtNzBlMDhhOGJkY2ZlXkEyXkFqcGdeQXVyMTQ4MTg3OTM@._V1_UY98_CR28,0,67,98_AL_.jpg"
4290,Bill Gates (2019),,Comedy,"https://m.media-amazon.com/images/M/MV5BOGE5N2NiMWUtM2QwNi00MDJhLTk3YmItNjFiY2Q0ZTJjOGQ2XkEyXkFqcGdeQXVyMTAyMzA4NjA4._V1_UY98_CR3,0,67,98_AL_.jpg"
4291,Golden Voices (2019),8.4,"Comedy, Drama, Romance","https://m.media-amazon.com/images/M/MV5BMmQzZjM4OGQtNjM3OC00ZTI5LTgyNDItNGM3YjhmMzBlYzI3XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY98_CR1,0,67,98_AL_.jpg"
4292,God Save the Queens (2019),,Comedy,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4293,Me casรฉ con un idiota (2019),,Comedy,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4294,Grimmerson Manor (2019),,"Horror, Thriller",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4295,Silence (2019),2.3,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BMDk5MjM4ZTQtYmNkYi00OGM2LWJkODAtMjZiMjMzODc4N2NkXkEyXkFqcGdeQXVyMjkwMTc0NTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
4296,Bricked (2019),5.7,Drama,"https://m.media-amazon.com/images/M/MV5BMTkxOTEzNjctYzhkZC00ZWZlLTg2NTgtYTgzZTBlZGQwMjJiXkEyXkFqcGdeQXVyMzIxNjM0MjY@._V1_UX67_CR0,0,67,98_AL_.jpg"
4297,Lola vers la mer (2019),,Drama,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4298,Checker Tobi und das Geheimnis unseres Planeten (2019),7.5,"Adventure, Comedy","https://m.media-amazon.com/images/M/MV5BNWU2ZDVjZmYtM2I4Ni00YjUzLTg1NTItMjFmNGViMjM0MThjXkEyXkFqcGdeQXVyNDE1OTkxOTg@._V1_UY98_CR1,0,67,98_AL_.jpg"
4299,Set Me Free_ Retribution (2019),6.4,"Action, Crime, Drama","https://m.media-amazon.com/images/M/MV5BYjlhZmZiYWYtMmIzMy00NTNhLWJmMzItMWE5OWQ2YzgzMDAxXkEyXkFqcGdeQXVyNzY2MzU0OA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
4300,"Rock, Paper and Scissors (2019)",6.2,Thriller,"https://m.media-amazon.com/images/M/MV5BYjU2NmQyNmYtMzg5YS00Y2I0LTkzYTEtOGE2N2YyYTcxNGEyXkEyXkFqcGdeQXVyMjc5MzMyNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
4301,Seizure (2019),,Crime,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4302,Burning Dog (2019),7.3,Thriller,"https://m.media-amazon.com/images/M/MV5BZTEyNWIxZDQtN2ZmMS00ODFjLTllM2EtMDBlMjg3NzFlODkzXkEyXkFqcGdeQXVyMzg4MzE4Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4303,Psycho-Pass_ Sinners of the System Case.3 - Onshuu no Kanata ni (2019),6.2,"Animation, Action, Crime","https://m.media-amazon.com/images/M/MV5BODBjNGQxYTctNTI2OC00ZTU4LWFjODMtNzNiMGUwNjJmNTVhXkEyXkFqcGdeQXVyNDE2NTEzNw@@._V1_UY98_CR1,0,67,98_AL_.jpg"
4304,1906 (2019),6.9,Drama,"https://m.media-amazon.com/images/M/MV5BYjhmNGQzMDQtODdjNS00ODcwLWE0OTYtNGQ4MTg2YzE0ODk4XkEyXkFqcGdeQXVyNzkyMzQzOTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
4305,Induced Effect (2019),6.1,"Comedy, Crime","https://m.media-amazon.com/images/M/MV5BZTQzZjAwNjYtOTM1My00MGRlLWIxMjUtNjczZWJlNTk2NmUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQzNDI3MDY@._V1_UY98_CR0,0,67,98_AL_.jpg"
4306,Il primo Natale (2019),,Comedy,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4307,The Fusion Generation (2019),,Comedy,"https://m.media-amazon.com/images/M/MV5BYzhhMzEzZjMtYmFmZi00MjRjLTg5NTQtZjRiMjNkNWYyNzE3L2ltYWdlXkEyXkFqcGdeQXVyODI0MDE3OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4308,Io sono Mia (2019),7.1,Biography,"https://m.media-amazon.com/images/M/MV5BZmQ1YTM1ZGMtYjIzMy00MjljLWEwZTYtNDQzNzBmODMwNDQxXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UY98_CR1,0,67,98_AL_.jpg"
4309,Darkroom (2019),6.1,Crime,"https://m.media-amazon.com/images/M/MV5BZDQ2ZTU1NDQtY2ZhYy00NzI1LWEyNjgtNjY0Nzk1OTY3OWJmXkEyXkFqcGdeQXVyMTQ0MzMwNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
4310,Corvid's Head (2019),,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BOTE1YWQ3NjYtNjU2Ny00ZDA5LTgxNWYtZGNhZDBhZTM4NmJlXkEyXkFqcGdeQXVyMTkzODk3NjU@._V1_UY98_CR1,0,67,98_AL_.jpg"
4311,Perburuan (2019),4.1,"Drama, History","https://m.media-amazon.com/images/M/MV5BNzc0YTM5ZjctNjZkNi00YjQwLTliODYtZmQ1NDVhOTg4NGQwXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
4312,29 Needles (2019),,Horror,"https://m.media-amazon.com/images/M/MV5BMmYyNmE0YjAtMGFlMy00Zjk1LTlhZjMtNTNmOWY5NWQ2NGJjXkEyXkFqcGdeQXVyMjU0MTIxNzQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
4313,A Journey of Happiness (2019),5.6,Comedy,"https://m.media-amazon.com/images/M/MV5BMWVmYzczOWEtZTg1OS00YmEwLThiYTUtZGQ2Y2Y1OThhZjYwXkEyXkFqcGdeQXVyMDM3MzU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4314,The Components of Love (2019),7.1,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BNTZlNDc4NWYtMDI4NS00MDY4LWJiMTctZTBjNjlkMTNlZDkxXkEyXkFqcGdeQXVyMjM2NDgyNjY@._V1_UY98_CR1,0,67,98_AL_.jpg"
4315,He Is Back (2019),,Action,"https://m.media-amazon.com/images/M/MV5BYzYxODI2YjctOTdiZi00MTA4LTlkODEtOWViNDhmYzA2NjhlXkEyXkFqcGdeQXVyOTM1NDkzMTk@._V1_UY98_CR16,0,67,98_AL_.jpg"
4316,Jinde Meriye (2019),,"Action, Comedy, Romance",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
4317,The Dog Walker (2019),,Thriller,"https://m.media-amazon.com/images/M/MV5BNGY1OWZhZTAtMjY4Yi00ZjQ1LTgzZmMtNWRlMWYxYThlNmQ0XkEyXkFqcGdeQXVyNDQ0MDk1MjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
4318,Monkey King_ The Volcano (2019),5.5,"Action, Adventure, Comedy","https://m.media-amazon.com/images/M/MV5BYzA5NjgyY2QtYzdlNS00Y2E0LWIwYjMtNzU5ZGQyNmUzZDgzXkEyXkFqcGdeQXVyNzA0NzQ0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
4319,Pariban_ Idola dari Tanah Jawa (2019),7.6,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BNjA5NjI1NjItYjdhYy00ZDM0LTkyODYtZmNlYWQwM2M2NWViXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
4320,Cannes Film Festival 2019 (2019),,"News, Reality-TV, Talk-Show","https://m.media-amazon.com/images/M/MV5BNjg5MWNkMTItOTMyNC00MjU5LWIwMDMtYTdkMWIyYWJhZjM4XkEyXkFqcGdeQXVyMTc4NTk4NDE@._V1_UY98_CR60,0,67,98_AL_.jpg"
4321,Erica 38 (2019),,"Crime, Drama","https://m.media-amazon.com/images/M/MV5BNzlkYTE1ZTEtOWE4Yi00NGVkLTkwNTMtYmUxYjdhNzg4Y2Y4XkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_UY98_CR1,0,67,98_AL_.jpg"
4322,Plan B (2019),7.4,"Comedy, Romance","https://m.media-amazon.com/images/M/MV5BN2Q0MjE1NzEtZjZlZS00Mzk0LThhYTMtM2U3MjI4YjM2ZWM1XkEyXkFqcGdeQXVyNjczMDUxNjE@._V1_UY98_CR5,0,67,98_AL_.jpg"
4323,July Kaatril (2019),6.3,Romance,"https://m.media-amazon.com/images/M/MV5BNDk4ZmQ4NzItZDcyZi00YmZiLThjN2EtMzMwOTZmNTM5ODU5XkEyXkFqcGdeQXVyNzM4OTQzMzg@._V1_UY98_CR2,0,67,98_AL_.jpg"
4324,Gone with the Dead the Movie (2019),,"Action, Horror","https://m.media-amazon.com/images/M/MV5BODczOTVlOTAtYTM0My00MTMxLThhYTEtN2I3MGNmZWViNGEzXkEyXkFqcGdeQXVyNTQ1ODM0OTQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
4325,1978_ A Teen Night Out (2019),,Thriller,"https://m.media-amazon.com/images/M/MV5BNzc1NmNlMmMtY2U1NS00OTg4LTg2NmEtZGQyNjA1ZGNlYWFhXkEyXkFqcGdeQXVyODI1MTQ5ODY@._V1_UY98_CR4,0,67,98_AL_.jpg"
4326,A Wakefield Project (2019),,"Horror, Sci-Fi, Thriller","https://m.media-amazon.com/images/M/MV5BZmY2Y2ZlMzMtNWRlMy00MDIyLWIxNjgtMDQzMGE2ZDZlZDEyXkEyXkFqcGdeQXVyMjI1MjI1MjE@._V1_UY98_CR3,0,67,98_AL_.jpg"
4327,Zesser the movie (2019),,Crime,"https://m.media-amazon.com/images/M/MV5BN2Q3NzM0M2EtNTU1NS00MGJkLWJmMGUtYTcxNWFkN2Q3MGIyXkEyXkFqcGdeQXVyMTA2NDM5MTI2._V1_UY98_CR53,0,67,98_AL_.jpg"
4328,Fish School 2 (2019),,Animation,"https://m.media-amazon.com/images/M/MV5BMzA1YjAxNjctZDJkNi00NzYxLThhNzQtMmVkMjI2MzE1NDc5XkEyXkFqcGdeQXVyMjM3NDgxNw@@._V1_UY98_CR2,0,67,98_AL_.jpg"
4329,Kathryn Upside Down (2019),8.4,Comedy,"https://m.media-amazon.com/images/M/MV5BYjdmODc0ODQtZmYzYS00NmYzLTk2MWItMmQ4NWVmODg3MDcxXkEyXkFqcGdeQXVyMTU4NTIyNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
4330,Let's Dance (2019),7.3,"Drama, Music, Romance","https://m.media-amazon.com/images/M/MV5BMDZiZjNmOGEtYWVlZi00YzNhLWJmMzEtMzliODk5NTBlZWZjXkEyXkFqcGdeQXVyODkzMzQ3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4331,Hell's Belle (2019),3.6,Horror,"https://m.media-amazon.com/images/M/MV5BNGE5N2RkNzktNjlkNy00MDQwLTkxNGEtY2UwYTZiYzRhZGUwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
4332,Lyubi ikh vsekh (2019),6.4,Drama,"https://m.media-amazon.com/images/M/MV5BODMyMjIzYzUtYmJhNy00ZGYzLWJjNzktYmY3MjM0ZmY2MWRkXkEyXkFqcGdeQXVyMzIyODc1OTA@._V1_UY98_CR1,0,67,98_AL_.jpg"
4333,Bhootiyapa (2019),,"Comedy, Horror","https://m.media-amazon.com/images/M/MV5BMzY1OGM5ZTYtYTYwZC00YmQ4LWJhYmMtYTgyMDBhNzIyZmZlXkEyXkFqcGdeQXVyNjA4NTk0NjU@._V1_UY98_CR1,0,67,98_AL_.jpg"
4334,Convergent (2019),,Thriller,"https://m.media-amazon.com/images/M/MV5BZTJiOTU2MTctZDhiYy00NmMyLTkxZTMtYjk3NjU5NmUyYWM3XkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
4335,Root of the Problem (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BYTFhYTgyM2EtZDM5Ny00Y2IxLTlmM2MtZTRlYWYxNWM2ZmRiXkEyXkFqcGdeQXVyMjI2ODY1OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg"
4336,While We Sleep (2019),,Horror,"https://m.media-amazon.com/images/M/MV5BMmI2YmQ4NGUtYjMyMy00MjA4LThhMTUtMjc5MzE5OTU4NDE2XkEyXkFqcGdeQXVyNTM0MjI2OTI@._V1_UY98_CR1,0,67,98_AL_.jpg"
4337,The Art of Waiting (2019),7,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BZjZkZTk4N2UtNDhjNS00YWM1LWE1ZjQtMTQzYzI2NTRlYzJjXkEyXkFqcGdeQXVyNTY5MjMyMzg@._V1_UY98_CR1,0,67,98_AL_.jpg"
4338,Casa din copac (2019),8.2,"Comedy, Drama, Thriller","https://m.media-amazon.com/images/M/MV5BYmE2NzgzNDItZmVjMy00YWI1LTg3MmUtMGU3ZjdlZTM3ZTBkXkEyXkFqcGdeQXVyNjE1NTMwNjI@._V1_UY98_CR3,0,67,98_AL_.jpg"
4339,Yaara Ve (2019),,Family,"https://m.media-amazon.com/images/M/MV5BODA4NWU5MTItYzAzNS00ZTU3LTg0YjktNDRhYWQ5YzRjMjg3XkEyXkFqcGdeQXVyMTQzNzYwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
4340,Criminal Audition (2019),8,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BZjE0MTA4NWEtN2Y1OC00MWFmLWFiODItZGI5YjI3ZWNjMmExXkEyXkFqcGdeQXVyMzQxMDYzMjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
4341,The 3 (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BZTBkODI1MjItZDA0ZS00ZDg0LTgzZmEtZmQ0MWEzYTlhZGU0XkEyXkFqcGdeQXVyMjAxNTI3OTQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
4342,Araf 2 (2019),3.4,Horror,"https://m.media-amazon.com/images/M/MV5BMmViNjEzNTQtZThiMy00MjJmLTkwNzYtZGRkYTdmZmYzNWRlXkEyXkFqcGdeQXVyMDc1NTMxMA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
4343,Lev Yashin. Vratar moey mechty (2019),,"Biography, Drama, Sport","https://m.media-amazon.com/images/M/MV5BMTM3MmM5YmUtNWRkOC00YjA1LWE4MjctNjRhNGJlOGJhN2NmXkEyXkFqcGdeQXVyODQwNDYyODg@._V1_UY98_CR1,0,67,98_AL_.jpg"
4344,River Road (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BZmJiMGFkNmUtZjEwYS00Y2QxLTk2ZTYtYjNjMzRmYjRjMTU4XkEyXkFqcGdeQXVyMzQ5OTMxMDc@._V1_UX67_CR0,0,67,98_AL_.jpg"
4345,Scappo a casa (2019),5,Comedy,"https://m.media-amazon.com/images/M/MV5BMTFkYmQwNzEtM2Q2Ny00ZTMwLTgwY2YtMjViMDIxMjNhZDk2XkEyXkFqcGdeQXVyOTg1MDc4NjQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
4346,Noise (2019),,"Sci-Fi, Thriller","https://m.media-amazon.com/images/M/MV5BMGEyOWM3ZWQtZmVkNi00N2JhLTgyMzMtN2M1NDMwOTIxNWExXkEyXkFqcGdeQXVyOTUxMjI0MDc@._V1_UY98_CR3,0,67,98_AL_.jpg"
4347,Tiro e Queda (2019),3.4,Comedy,"https://m.media-amazon.com/images/M/MV5BNzczYjRmODQtYmIxYS00MDdjLTkzYWItNzkzN2JiZmY2ZDc0XkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_UY98_CR1,0,67,98_AL_.jpg"
4348,Venezia (2019),7.7,Drama,"https://m.media-amazon.com/images/M/MV5BYzU5M2JhYWMtOGY2Zi00N2JjLTliMjYtZWI4YWIzYWJmNDc0XkEyXkFqcGdeQXVyMTM4Mjk5MzM@._V1_UY98_CR1,0,67,98_AL_.jpg"
4349,The Rise of Hero (2019),6.8,Action,"https://m.media-amazon.com/images/M/MV5BYmUxYjM1Y2MtZWNmMy00YjgyLTg0YTctNjQ4NWE2NGEwNThlXkEyXkFqcGdeQXVyNTE3NzcyNjg@._V1_UY98_CR4,0,67,98_AL_.jpg"
4350,Blindado (2019),5.6,"Action, Drama, Thriller","https://m.media-amazon.com/images/M/MV5BZTM2NTU1NmUtNWFiMy00MTZjLTg1YjktOTVmYmViODkwZGYwXkEyXkFqcGdeQXVyNjEzMjU4ODU@._V1_UY98_CR1,0,67,98_AL_.jpg"
4351,Happy Thanksgiving (2019),,Comedy,"https://m.media-amazon.com/images/M/MV5BZTFiZmVlZjEtYWVmOC00ZTA1LTk1YzQtYWM3N2Q2ODZhMTAxXkEyXkFqcGdeQXVyNjIyNDIwMTg@._V1_UY98_CR3,0,67,98_AL_.jpg"
4352,Fearless Faith (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BZTkwZTYyMTgtZmEwNC00MGY5LTg3M2UtODYwZTlhNTk1MzMyXkEyXkFqcGdeQXVyODA5MDMwMzY@._V1_UY98_CR0,0,67,98_AL_.jpg"
4353,Mia (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BMmQzYjcwN2YtNjQyMi00OGJkLWFkMTEtZDZmZDdjYzQyOTc3XkEyXkFqcGdeQXVyNjY5NTUyODc@._V1_UY98_CR5,0,67,98_AL_.jpg"
4354,Vsi proti vsem (2019),7.1,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BMWE2ODdjZWEtMzhkYi00ZTI2LTkzYzItNmVhZjA2Nzg5ZWVmXkEyXkFqcGdeQXVyMzQxMTE5Mjg@._V1_UY98_CR69,0,67,98_AL_.jpg"
4355,Being Natural (2019),7.3,"Comedy, Drama, Horror","https://m.media-amazon.com/images/M/MV5BMmFlMmQ1ZjItYWYwMi00NThiLTkzZjctMzA3YWZmZGMzMDhhXkEyXkFqcGdeQXVyOTAxOTIwODc@._V1_UY98_CR35,0,67,98_AL_.jpg"
4356,We Too (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BMmY3MzgzZDctYjc5NS00YTZiLTlhNTEtOThiN2E4YWMxYTZmXkEyXkFqcGdeQXVyMTk2NjI4MTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
4357,A Thousand Miles Behind (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BNTAyMTBkN2MtZGRmNS00MTk4LTk5MTMtODk5OWNlOWEwMWYxXkEyXkFqcGdeQXVyMTI1NDU0Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg"
4358,Cybernetic Showdown (2019),,"Comedy, Horror","https://m.media-amazon.com/images/M/MV5BZDczMjZhNzItOGRhOS00NTQyLWEyYmYtYzU4MTRhYjYwNGVlXkEyXkFqcGdeQXVyNDUxMjAxOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4359,The Wake of Light (2019),8.4,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BMWVlNTg2NWItNjRhOS00YzQxLWI0ZDctMjY5MDA2ODBlYzA4XkEyXkFqcGdeQXVyNDcxMjExNA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
4360,Uride (2019),,Thriller,"https://m.media-amazon.com/images/M/MV5BZjMyNzkyNjctOTY2Ni00Y2QwLWIxYjMtMWIzNjAzMDA3MjA4XkEyXkFqcGdeQXVyNTI5ODc2NDE@._V1_UY98_CR3,0,67,98_AL_.jpg"
4361,Blackia (2019),7.4,Drama,"https://m.media-amazon.com/images/M/MV5BYjZjZGJiOWItNDU2Ni00ODE4LWJiZDUtZjQyMWI1NDM1ZDc4XkEyXkFqcGdeQXVyNzQxNzU3MjQ@._V1_UY98_CR0,0,67,98_AL_.jpg"
4362,Bodhai Yeri Budhi Maari (2019),6.5,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BMDA0YzQxZDAtYWE3ZS00YmJjLTg5ZmQtNzRlNWM5MzkyZjljXkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_UY98_CR2,0,67,98_AL_.jpg"
4363,Roofied_ The Lethal Dose (2019),1,Drama,"https://m.media-amazon.com/images/M/MV5BMjk0MDgwYzMtODI5Mi00Y2YyLTkwMjktM2VjYmRkZjhkYWQ0XkEyXkFqcGdeQXVyNzY2MzU0OA@@._V1_UY98_CR15,0,67,98_AL_.jpg"
