imdbid,title,IMDB_Score,genres,poster_link
831,Mrs. Lowry and Son (2019),6.6,"Biography, Drama, History","https://m.media-amazon.com/images/M/MV5BMmRmNzMwOTYtZTJiYi00MzlhLTgyMDMtMmU2MDUzYTY2NDEzXkEyXkFqcGdeQXVyMjc5MjYyMA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
832,Beast No More (2019),,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BZjViZTQxZjgtMTdmOS00MGI2LTljMWEtMDUzM2E5MzYzMDdlXkEyXkFqcGdeQXVyNDkwNjk1ODQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
833,Clickbait (2019),6.2,"Comedy, Horror, Thriller","https://m.media-amazon.com/images/M/MV5BM2NjOGI4MTUtNjkwNC00Yzk2LWIxY2YtOTg4NTgwYmFmZjQxXkEyXkFqcGdeQXVyMzM5MjM4MDY@._V1_UY98_CR3,0,67,98_AL_.jpg"
834,Zana (2019),8.6,Drama,"https://m.media-amazon.com/images/M/MV5BZjU0YTYwNzMtMDIzMS00N2ViLWEzNTYtOGVmOTdlYjRjMzkxXkEyXkFqcGdeQXVyMjMyNDg4OTE@._V1_UY98_CR1,0,67,98_AL_.jpg"
835,Todas las pecas del mundo (2019),6.5,Comedy,"https://m.media-amazon.com/images/M/MV5BZDE2OGM0MTQtODEwZS00N2Y3LWExODYtNzRiYzYyYWY2ZTUwXkEyXkFqcGdeQXVyNjIzMDM2MjA@._V1_UY98_CR2,0,67,98_AL_.jpg"
836,Those Who Remained (2019),7.7,Drama,"https://m.media-amazon.com/images/M/MV5BNDlhODY5YTYtNWVhNC00NTk2LWE5NmMtYThkNDZiYmVhOGZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg"
837,Vikrithi (2019),8.2,Comedy,"https://m.media-amazon.com/images/M/MV5BZDMxOWYyYTctNGQxNS00NmZlLWE4MjUtYzAzMzVhYjcyM2QwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY98_CR0,0,67,98_AL_.jpg"
838,La Llorona (2019),7.2,"Drama, Horror, Thriller","https://m.media-amazon.com/images/M/MV5BOWNhMmYyZjUtZWM3YS00ZjU5LTljMzktZTUyNDg3ZTgzMWE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg"
839,Koko-di Koko-da (2019),6.4,"Comedy, Horror","https://m.media-amazon.com/images/M/MV5BMjM0MWQzNzQtNjM0Yi00OTVlLWJmY2YtMDNiNDdmZWViYWQzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
840,Tara Mira (2019),6.6,Drama,"https://m.media-amazon.com/images/M/MV5BMDM2YTI2YzUtZTk1Ni00NmY2LWE0MmItMDY0NzgzZjBjMTE0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
841,Samurai Marathon 1855 (2019),6.4,History,"https://m.media-amazon.com/images/M/MV5BNjY3Nzc2ZGQtZmI0MS00OTYxLTkzZDItMjRhZjRjMDcxYzIyXkEyXkFqcGdeQXVyMTIzMjUxMg@@._V1_UY98_CR1,0,67,98_AL_.jpg"
842,"Hello, Love, Goodbye (2019)",7.6,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BM2MwMTRkOWUtYTMxMy00M2UzLWIzMjQtNDk3YjY1MjM4NGRmXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UY98_CR0,0,67,98_AL_.jpg"
843,Reality Queen! (2019),4,Comedy,"https://m.media-amazon.com/images/M/MV5BODFkODc2YWItZGJmZi00YWNhLWIyOGEtYzY2ZDc2YWQ0M2NmL2ltYWdlXkEyXkFqcGdeQXVyMDU1NDAzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
844,All About Yves (2019),5.6,Comedy,"https://m.media-amazon.com/images/M/MV5BMjY5YzQ5YTMtYzVlNi00MzY5LWE0NDYtNzIxNmJmY2E1MWFlXkEyXkFqcGdeQXVyNzAyNTgyNjU@._V1_UY98_CR2,0,67,98_AL_.jpg"
845,Chicuarotes (2019),7,Drama,"https://m.media-amazon.com/images/M/MV5BMjNiMDA1N2MtMmNlMC00NTQ2LTllMDMtNmJiZmM0Y2E3NDI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
846,Coyote Lake (2019),4.8,Thriller,"https://m.media-amazon.com/images/M/MV5BN2QyY2UyNDAtNTExMC00YWYwLTgwMWEtN2E0MmIxZGQwYWM2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
847,Divine Love (2019),6.5,"Drama, Sci-Fi","https://m.media-amazon.com/images/M/MV5BYmM2MDlmYzktMzQ0Ny00NmFkLTlkZWYtY2E0NzgxM2MxNjAxXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
848,First Cow (2019),7.9,Drama,"https://m.media-amazon.com/images/M/MV5BMWQyYjA2OGItM2ZlNS00NDY0LWFhZjMtMGZlNjA1YTBkMWJjXkEyXkFqcGdeQXVyMzgxOTMzOTA@._V1_UY98_CR53,0,67,98_AL_.jpg"
849,Give Me Liberty (2019),7.1,Comedy,"https://m.media-amazon.com/images/M/MV5BMDZmNWU0NGMtMDRkYi00ZjU5LWFiZTEtZTU3ODQ0YTcxMTYxXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
850,County Lines (2019),8.5,Drama,"https://m.media-amazon.com/images/M/MV5BNmQxZDk1NmQtOTE2ZC00MjAxLThlZTctZTdiYzI0ZGMzMTZmXkEyXkFqcGdeQXVyNTAxNTA3Nzg@._V1_UY98_CR0,0,67,98_AL_.jpg"
851,FOMO_ Fear of Missing Out (2019),7.5,Drama,"https://m.media-amazon.com/images/M/MV5BODFhN2Y5MGQtNjRjOC00OGY1LTg3NmQtZDljODlhYjIyMTcxXkEyXkFqcGdeQXVyMjQ4MDIyNjE@._V1_UY98_CR1,0,67,98_AL_.jpg"
852,Big Shark (2019),7,Horror,"https://m.media-amazon.com/images/M/MV5BMmM5MzA4ZmItMjE0YS00ZTgzLTk5YWQtNzYzZTEyZDkwMGI1XkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
853,Project Ithaca (2019),3.9,"Sci-Fi, Thriller","https://m.media-amazon.com/images/M/MV5BMzMxOTc5NzUtYzEwMy00ZjZlLWExYTQtMjkyZjdkMzFjZjI0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
854,The Balkan Line (2019),6.6,"Action, War","https://m.media-amazon.com/images/M/MV5BZTViMGFjZGMtN2M4Yy00ZDYwLWIzNDQtYTFhOTg2YjA2MmQyXkEyXkFqcGdeQXVyNTE1MDE2MzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
855,"God Exists, Her Name Is Petrunija (2019)",6.9,Drama,"https://m.media-amazon.com/images/M/MV5BNWUwOGU4ZTYtMDJiMy00YTg2LTg4OGItZDVlNDU4NDc4ZWUxXkEyXkFqcGdeQXVyMjI5NjkxODA@._V1_UX67_CR0,0,67,98_AL_.jpg"
856,The Utah Cabin Murders (2019),3,"Crime, Horror","https://m.media-amazon.com/images/M/MV5BZDkxOWMwYWItMjllMC00YTNjLWFiYjEtMmM1N2FiZjNhNGI5XkEyXkFqcGdeQXVyMzE3NjQ5NA@@._V1_UY98_CR1,0,67,98_AL_.jpg"
857,Svaha_ The Sixth Finger (2019),6.3,"Mystery, Thriller","https://m.media-amazon.com/images/M/MV5BMjU2ZmRhN2MtYTc3Ny00OTc5LWIyOTAtNGQ3ZmFlZGEyOGNmXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg"
858,The Bears' Famous Invasion of Sicily (2019),8.1,"Animation, Adventure, Family","https://m.media-amazon.com/images/M/MV5BMTc5NTE3NzUtMjI3OS00Mzc1LWI1MzItYjM3ZWIzYzI5MmUyXkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_UY98_CR2,0,67,98_AL_.jpg"
859,Noah Land (2019),8.2,Drama,"https://m.media-amazon.com/images/M/MV5BNmNjODU4MzctNGY4NS00NGRhLWFkYzgtN2Y5YzZhMzQ5YjA2XkEyXkFqcGdeQXVyMjM1NTUxODE@._V1_UY98_CR3,0,67,98_AL_.jpg"
860,Shooting Clerks (2019),6.6,"Biography, Comedy, Drama","https://m.media-amazon.com/images/M/MV5BODYzOTA4ODgxOF5BMl5BanBnXkFtZTgwMTc3MTg2MDI@._V1_UY98_CR1,0,67,98_AL_.jpg"
861,Vinaya Vidheya Rama (2019),3.4,Action,"https://m.media-amazon.com/images/M/MV5BOTYwYzYxN2MtY2Y3MS00YzQ5LTg2OWUtNjM1M2JhY2U4N2FkXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_UX67_CR0,0,67,98_AL_.jpg"
862,Queen Marie of Romania (2019),9.5,Drama,"https://m.media-amazon.com/images/M/MV5BMWI4NDJlNTMtNTc3Ni00NjQwLTlmNjAtZGM0NTk0ZTYyYWQyXkEyXkFqcGdeQXVyMjEwNjIxNTM@._V1_UY98_CR15,0,67,98_AL_.jpg"
863,The Baylock Residence (2019),4.1,Thriller,"https://m.media-amazon.com/images/M/MV5BMjQ5MjcyOWMtYzcwMS00NTYzLTkxMzItMDAyYmVkNDI3MGVjXkEyXkFqcGdeQXVyOTQ4ODIxOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
864,Madagascar 4 (2019),,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
865,The Spy (2019),,Thriller,"https://m.media-amazon.com/images/M/MV5BNjNmOGQ1MzEtZDQ0ZS00NDNkLTkxYjEtNmM3YTUwNTgxNDg3XkEyXkFqcGdeQXVyMTI4ODY1NDc@._V1_UY98_CR15,0,67,98_AL_.jpg"
866,Hoax (2019),3.6,Horror,"https://m.media-amazon.com/images/M/MV5BODJjNThhMzctYzNiNi00YzgwLWFiMGItZTc3NGI0NTZmNDI3XkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
867,Oh Mercy! (2019),6.2,"Crime, Drama","https://m.media-amazon.com/images/M/MV5BZmM4Zjc3Y2YtYTk3YS00NTg1LTk1Y2ItNjcwOTEwY2U0NTViXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UY98_CR2,0,67,98_AL_.jpg"
868,Saturday Fiction (2019),5.7,"Drama, History","https://m.media-amazon.com/images/M/MV5BODJlYWUxMTctNjA3OS00MGQwLWJhNzUtNWQxYmM4YTE0OGVlXkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
869,Kill Me If You Dare (2019),4.5,"Comedy, Romance","https://m.media-amazon.com/images/M/MV5BOWZhZDI4ZmItOWE4MS00ZmFjLTg4MzMtMWUxNDczMjA0ZDAzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg"
870,Wedding Agreement (2019),7,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BNDU4MGRlYmMtYzg3Ni00ZDI2LTlmNzEtMGVjNTE2OWU2OWQyXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
871,Nina Wu (2019),6.5,Drama,"https://m.media-amazon.com/images/M/MV5BZGZjNWJmMzMtNzdmOC00MDRjLWIzZGMtMTcwMWEyMWYwM2M3XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
872,Be Happy! (the musical) (2019),3.5,Musical,"https://m.media-amazon.com/images/M/MV5BMTJiNDM3MzUtODFlYS00YjA0LWEyNGUtMGQyOWYyMDExMTFjXkEyXkFqcGdeQXVyOTAwMjA4OTE@._V1_UY98_CR1,0,67,98_AL_.jpg"
873,Tijuana Bible (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BZTgwYzllODAtN2VkZS00NGQ2LWEzOWEtYjNlMjEwZDhjNzBmXkEyXkFqcGdeQXVyODc3NzgzMDc@._V1_UX67_CR0,0,67,98_AL_.jpg"
874,Variaรงรตes_ Guardian Angel (2019),7.5,"Biography, Drama, Music","https://m.media-amazon.com/images/M/MV5BNzIwMTE1ZDItMDIxMy00NDhhLWI5MWYtNThlN2IxZDM2MzEyXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_UY98_CR1,0,67,98_AL_.jpg"
875,Annem (2019),7.3,Drama,"https://m.media-amazon.com/images/M/MV5BNGYyMzk2MmQtMGVmNC00YWEzLWFkMjUtY2FjNzQyNjJmYjE5XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_UY98_CR5,0,67,98_AL_.jpg"
876,Adoration (2019),6.5,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BZmY2ZjM3MDYtYWUwZi00NmJlLTk4NmItZmY0OGIwZWFiNjdmXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY98_CR3,0,67,98_AL_.jpg"
877,1982 (2019),6.6,"Drama, History","https://m.media-amazon.com/images/M/MV5BNWFhOWVkNjAtOTBiYS00NzUxLWI1NjctZTMzYzBmNjhkZDcyXkEyXkFqcGdeQXVyNTU5Mzk0NjE@._V1_UY98_CR1,0,67,98_AL_.jpg"
878,D-Day (2019),6.7,War,"https://m.media-amazon.com/images/M/MV5BZDE5OGU3MjctNDBiNC00ZTg1LWI5NDgtZTlkMjY4ZjAyMGNjXkEyXkFqcGdeQXVyMTk0MTU5NDM@._V1_UX67_CR0,0,67,98_AL_.jpg"
879,Beneath Us (2019),5.1,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BODE0NWRjMjItMDFmYS00OTMwLThjYzctZDNiNjVjODM1MWRjXkEyXkFqcGdeQXVyMTg2MDM2NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
880,Animal Among Us (2019),8,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BMDAxMjliYTUtY2IwNS00NjQxLWE3YjYtMWExZjFkNjc3ZGUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTUzNzg3MjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
881,Hollow Point (2019),4.3,Action,"https://m.media-amazon.com/images/M/MV5BZmY1ZDQ4NGMtZmU2Ni00OTRjLWJjYTUtMmFjNWJhYzljZGVhXkEyXkFqcGdeQXVyMzQ3NjI0MzE@._V1_UY98_CR1,0,67,98_AL_.jpg"
882,Back to School (2019),5.4,Comedy,"https://m.media-amazon.com/images/M/MV5BNTMyYjk5ZDItMzU5Zi00ZDgzLWI4MWYtZGViNWIwNWM4NDU0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg"
883,Art of the Dead (2019),8.4,Horror,"https://m.media-amazon.com/images/M/MV5BMWFmZjI5NzYtMzdkNy00MWQ3LWEzM2MtMDRmMGVlOTg5MGMwXkEyXkFqcGdeQXVyODMzODk5MDQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
884,Tazza_ One Eyed Jack (2019),5.7,"Crime, Drama","https://m.media-amazon.com/images/M/MV5BNTMwMTllZDctMTg5Mi00YzEzLWIxNzUtODVkNjIyMjU0ODliXkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
885,Tremors (2019),7,Drama,"https://m.media-amazon.com/images/M/MV5BZjkyMmQ3MzEtNzNlOS00NzY2LWE0MzEtOTQzNmZiZTFiYTZkXkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_UY98_CR1,0,67,98_AL_.jpg"
886,Fear Bay (2019),4.1,Thriller,"https://m.media-amazon.com/images/M/MV5BZWU5YTBhNzQtZTI4ZS00OGI2LTk3YTgtZGI2NmY4MTk3OTIxXkEyXkFqcGdeQXVyNTYxMjExMzY@._V1_UY98_CR0,0,67,98_AL_.jpg"
887,Viriato (2019),4.9,"History, Sci-Fi","https://m.media-amazon.com/images/M/MV5BZjAyM2JmZjctZWRhOS00NzMzLWEwOGItOWRlZTcxMzI4ZGRmXkEyXkFqcGdeQXVyNTU3MzE4NDc@._V1_UY98_CR5,0,67,98_AL_.jpg"
888,She's Missing (2019),4.3,Drama,"https://m.media-amazon.com/images/M/MV5BYjYxMjYxNTktZDkzNy00ZjljLWE1MTEtNzAzODFlY2Q3YmY2XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg"
889,Max Winslow and the House of Secrets (2019),8.6,"Family, Sci-Fi, Thriller","https://m.media-amazon.com/images/M/MV5BZDNlMzQ3MzAtZjljMy00MDM2LTkwNDUtMDYzNGViODYyM2IzXkEyXkFqcGdeQXVyMDc1MjE0MA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
890,LEGO DC_ Batman - Family Matters (2019),6,Animation,"https://m.media-amazon.com/images/M/MV5BMDM1MWNiODQtNWM1NS00YjViLThlMGMtYjU2ZDk3MzU1OWJkXkEyXkFqcGdeQXVyOTkwNDYxNzc@._V1_UY98_CR1,0,67,98_AL_.jpg"
891,Season of Love (2019),,"Comedy, Romance","https://m.media-amazon.com/images/M/MV5BYzU2NzllMWEtNmI2OS00NGNhLTg2YzYtNDYzMDQ2YjczNWJjXkEyXkFqcGdeQXVyMTkzNjU5NTc@._V1_UY98_CR3,0,67,98_AL_.jpg"
892,Once Upon a Time in Staten Island (2019),,Drama,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png
893,Sin (2019),,"Biography, Drama, History","https://m.media-amazon.com/images/M/MV5BNGViZTVlNGUtYTQwOS00ZTY0LWI5NGMtMjg3ZDkwM2ZlNjE4XkEyXkFqcGdeQXVyMjI3NjI0NDQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
894,Rocks (2019),7.4,Drama,"https://m.media-amazon.com/images/M/MV5BMTM5MGQzZGItMzE3MS00YzI3LTlmODgtNmNkM2FjN2YzMjQyXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_UY98_CR3,0,67,98_AL_.jpg"
895,Fragmentary (2019),,"Crime, Horror, Thriller","https://m.media-amazon.com/images/M/MV5BMTA3NjFkNzQtMjg4OS00ZTFlLWJjYjgtNWI0NmY1YjQ4OWViXkEyXkFqcGdeQXVyMTYzNzI2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg"
896,High Ground (2019),,"Action, Thriller","https://m.media-amazon.com/images/M/MV5BMmUyYTU5MjItMGNhOC00ZGFhLTkwYjctMjBmNTlkOTIzYmM1XkEyXkFqcGdeQXVyOTUyOTM3MDc@._V1_UY98_CR40,0,67,98_AL_.jpg"
897,Moffie (2019),8.2,"Drama, Romance, War","https://m.media-amazon.com/images/M/MV5BZTAwODcyYjQtNGE4ZS00NzI4LTllNmYtZTRlMTFhMDc2OGQ4XkEyXkFqcGdeQXVyMjc4NTM2Mjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
898,Pink Wall (2019),6.9,Drama,"https://m.media-amazon.com/images/M/MV5BMDM3Y2U5MTQtOGVlZi00M2E3LThiYWItNDI4MzZhOTdhNjNmXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_UX67_CR0,0,67,98_AL_.jpg"
899,The Great Alaskan Race (2019),8,"Action, Adventure, Drama","https://m.media-amazon.com/images/M/MV5BNzY2NDFhYzctM2ZmMi00MmU3LWJkOWMtM2UyYzQzYzZmYjQzXkEyXkFqcGdeQXVyMTA0NTU3MDYz._V1_UX67_CR0,0,67,98_AL_.jpg"
900,The Pilgrim's Progress (2019),5,"Animation, Adventure, Family","https://m.media-amazon.com/images/M/MV5BZjE4YzhjZjQtOTI3NC00M2IzLWFkNjItNDVjNzU3ODIxNmExXkEyXkFqcGdeQXVyMjIyMjYzNjk@._V1_UX67_CR0,0,67,98_AL_.jpg"
901,Antes de la quema (2019),6.3,Comedy,"https://m.media-amazon.com/images/M/MV5BZDk4OTk0YTUtNzI4NS00YzllLThiMDMtMTM2ZmI2NWQ4YmYwXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY98_CR1,0,67,98_AL_.jpg"
902,Petromax (2019),6.5,"Comedy, Horror","https://m.media-amazon.com/images/M/MV5BZGNiOGI2YTAtYWY2NC00N2I0LTk2YWMtZTZhYTZmNGM4OGI1XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UY98_CR2,0,67,98_AL_.jpg"
903,Homeless Ashes (2019),8.9,Drama,"https://m.media-amazon.com/images/M/MV5BZDgzZjgxMWQtYzBhYy00ODZiLWFjZmUtNzE3MTIxMTdkZjE1XkEyXkFqcGdeQXVyMjQ5NDUxODQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
904,Seven (2019),5.3,Thriller,"https://m.media-amazon.com/images/M/MV5BNTU3NjNjNzQtYTNkMy00Yjk1LWEwYWUtZWUxZjU1YTZmZTJiXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
905,The Immortal (2019),,"Crime, Drama","https://m.media-amazon.com/images/M/MV5BNTljMzNiZTMtNDFlNS00ZjNhLTkyNDUtMGZhYjZhYjU4NDM5XkEyXkFqcGdeQXVyNjkzMzQ4NDQ@._V1_UY98_CR7,0,67,98_AL_.jpg"
906,The Nest (2019),6.6,"Horror, Mystery","https://m.media-amazon.com/images/M/MV5BMjc5NjM4Y2UtNmYzZS00YWU5LWE4YWEtNWMxNWUwZDM4MTA3XkEyXkFqcGdeQXVyMTI5NDIzMzY@._V1_UY98_CR1,0,67,98_AL_.jpg"
907,Bypass Road (2019),,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BZGEyN2RiYzktMTc2Zi00NDc3LWFjMzYtZThlOGU5OTM5ZDQ1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR5,0,67,98_AL_.jpg"
908,Kick 2 (2019),,Action,"https://m.media-amazon.com/images/M/MV5BNGQ0YTRmMTgtMTcxZS00ODBmLTlmZWMtNGUyZjlhYWZhMDJmXkEyXkFqcGdeQXVyMzgxOTMzOTA@._V1_UY98_CR53,0,67,98_AL_.jpg"
909,Albert Pinto Ko Gussa Kyun Aata Hai (2019),4.9,Drama,"https://m.media-amazon.com/images/M/MV5BMTEwYzVjMWMtZGM4MC00ZTM4LWFkYjgtMjEzN2FjZmVlM2RhXkEyXkFqcGdeQXVyOTA3NDM0MzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
910,The Creatress (2019),4.6,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BYWViOThiMzgtNjM3Yy00YThlLTgzZWMtMmJlYjZjNmM1MzRiXkEyXkFqcGdeQXVyMzQ2NjAwODc@._V1_UX67_CR0,0,67,98_AL_.jpg"
911,Au nom de la terre (2019),6.8,Drama,"https://m.media-amazon.com/images/M/MV5BNDlhYWI4NDktNzY0NS00NzEyLWE3ZGEtYTExOTJmNWZlMjk5XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UY98_CR2,0,67,98_AL_.jpg"
912,The Climb (2019),7.2,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BYWVjN2M3ZmQtNWMyNC00OGVlLWJjODQtMzQwOTY4ZGUyMjI5XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
913,Shed of the Dead (2019),5.9,"Comedy, Horror","https://m.media-amazon.com/images/M/MV5BY2JlYTk3OGUtMTJjMi00MmQ2LWJhMjUtODExOWM4YzFkZmUxXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
914,Kumbalangi Nights (2019),8.6,"Comedy, Drama, Romance","https://m.media-amazon.com/images/M/MV5BYjYyZTNkZGYtZGJjZC00NmM2LThjNjMtMjYxYTI0NTg1NzViXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg"
915,Gut gegen Nordwind (2019),6.1,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BYTAxNDk5NzctZTU5MC00MThmLWE1MDMtMjdmYmY4NjI0ZjNlXkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_UY98_CR1,0,67,98_AL_.jpg"
916,Arctic Apocalypse (2019),2,"Action, Adventure, Drama","https://m.media-amazon.com/images/M/MV5BMTkyYmMxYTUtZGIxMS00MWUxLTlkOTctN2RiYWY5ZTNlNjhlXkEyXkFqcGdeQXVyNTkzMzg3NDM@._V1_UY98_CR1,0,67,98_AL_.jpg"
917,Abigail (2019),5.1,"Adventure, Fantasy","https://m.media-amazon.com/images/M/MV5BNjQzZTNkN2YtNjRlYS00NjhjLTg5MGYtNzdkNWNmYWI5NmI3XkEyXkFqcGdeQXVyNjMzNjY2NjQ@._V1_UY98_CR15,0,67,98_AL_.jpg"
918,The Brighton Miracle (2019),8.6,Drama,"https://m.media-amazon.com/images/M/MV5BN2JjNTI2ZDktNGYyMy00ZjIzLWIzNWQtMzFiYzJmYTFkZWUzXkEyXkFqcGdeQXVyMTkxMjYzMDE@._V1_UY98_CR1,0,67,98_AL_.jpg"
919,Supervized (2019),4.6,Comedy,"https://m.media-amazon.com/images/M/MV5BNjkzZGY2YWItMzMwNS00N2U3LWJlMTEtZTZmOTFjNDY1NWFhXkEyXkFqcGdeQXVyNjI2ODA4MDU@._V1_UX67_CR0,0,67,98_AL_.jpg"
920,Monsters. (2019),6.9,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BOWE0MzZkZGItNzdhNS00Yjc2LTgzNmUtMDUyMGYyMzJjMGE4XkEyXkFqcGdeQXVyNTMwOTIyNg@@._V1_UY98_CR1,0,67,98_AL_.jpg"
921,Valley of the Gods (2019),6.1,Drama,"https://m.media-amazon.com/images/M/MV5BM2M5NzE4NDYtMGU5ZS00YzRkLTljMGEtN2JiODNlZWMyOWI1XkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_UY98_CR40,0,67,98_AL_.jpg"
922,Maharshi (2019),7.4,"Action, Drama","https://m.media-amazon.com/images/M/MV5BYjRkYjgxMWItYzA1Zi00MTEwLWE5Y2ItMmM5NDkwZWQ5NzFkXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_UY98_CR1,0,67,98_AL_.jpg"
923,Military Wives (2019),7.8,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BYzIxOTIzMDMtODllZS00NmNiLThmNGItOGE2ODNlNzgxMDNiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR64,0,67,98_AL_.jpg"
924,Rattlesnakes (2019),5.4,Thriller,"https://m.media-amazon.com/images/M/MV5BODlkNmRmMzgtZmE1Ni00YjQzLThlZDItYWM5YzMwMDExZDQ4XkEyXkFqcGdeQXVyNDg0Mjc5OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
925,General (2019),4.7,"Action, Adventure, Biography","https://m.media-amazon.com/images/M/MV5BZmMxYWM3NjAtYjcyZS00ZTEzLTg4ZjctMDY3NDEwYTY0MjQzXkEyXkFqcGdeQXVyNzQwNzQwMjA@._V1_UY98_CR0,0,67,98_AL_.jpg"
926,The Car_ Road to Revenge (2019),4.1,"Action, Horror, Thriller","https://m.media-amazon.com/images/M/MV5BMjdjNjFkNGUtOTNhYy00NjM3LThmYTUtYjRhZTI1MWE5YjJkXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
